scrip,company,headline,summary,published_date,source,url
L&TFH,L&T Finance Holdings Limited,"US-Iran war: TCS, KEC Int'l to L&T among top Indian companies with significant exposure to Middle East - Mint","<a href=""https://news.google.com/rss/articles/CBMi9wFBVV95cUxNa2xsM0RHZWdFTVc2Qjd1MkJSeTFIRmRQZEhTV1BnREVQUUx2a0JVcDVDdmtnclhPZURoZ2hQU29YaW8xRlh1SkhyM2JhMmtJWi1BSjd5c0JCcV8yLWE4OHRxLTBBWUx4c19NQnE1bWFlY0QtOTFMcFZwRWhJenQxS2tyNDNJbmQ2QXl6Xy1tVFNIamgtc19DMDlSWmNzMGE5SGFTMlVXODJHamJOeU9UaFhaR3NtM1F4ZEZTelh5VDZ2S2lTdEF2NWhZX2hFb3VkZ0NhaG5YelhRZkotak45aEZULUx0R1gyWTVXU2RGZ2liSTR1Sjdj0gH8AUFVX3lxTE5LYVZoM1V0eHVvVjVtamVCYzhTM01udHlCcElZaDZhQTI3dWhvT0tyWDZFSG85VGRoYWVUbzFlQ0NlNjRCck5WR3U4YWtqcHVJeWUydFYtdV82Zk0ycUZKcUNiaUx6SVY2Y3Uza1RkQkRGMlJTNVNYMi1hNEFDaGJiSWpSWGRmbEhTdGFMY1VtR3ZhOTNVdXE0S2VVdWRubnd5TzNXbUNIMkp4cUtvYkRUTzIyVzgtVG03QW5LSWxSQVZvQ1l6amtqS01tR1puYTdTellmd3FmLUtWcGw2blpBUnc2dEdJaWJ5clVpT0oxcFUtNWE1NjBpbFdBNA?oc=5"" target=""_blank"">US-Iran war: TCS, KEC Int'l to L&amp;T among top Indian companies with significant exposure to Middle East</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",2026-03-02 06:03:13,Mint,https://news.google.com/rss/articles/CBMi9wFBVV95cUxNa2xsM0RHZWdFTVc2Qjd1MkJSeTFIRmRQZEhTV1BnREVQUUx2a0JVcDVDdmtnclhPZURoZ2hQU29YaW8xRlh1SkhyM2JhMmtJWi1BSjd5c0JCcV8yLWE4OHRxLTBBWUx4c19NQnE1bWFlY0QtOTFMcFZwRWhJenQxS2tyNDNJbmQ2QXl6Xy1tVFNIamgtc19DMDlSWmNzMGE5SGFTMlVXODJHamJOeU9UaFhaR3NtM1F4ZEZTelh5VDZ2S2lTdEF2NWhZX2hFb3VkZ0NhaG5YelhRZkotak45aEZULUx0R1gyWTVXU2RGZ2liSTR1Sjdj0gH8AUFVX3lxTE5LYVZoM1V0eHVvVjVtamVCYzhTM01udHlCcElZaDZhQTI3dWhvT0tyWDZFSG85VGRoYWVUbzFlQ0NlNjRCck5WR3U4YWtqcHVJeWUydFYtdV82Zk0ycUZKcUNiaUx6SVY2Y3Uza1RkQkRGMlJTNVNYMi1hNEFDaGJiSWpSWGRmbEhTdGFMY1VtR3ZhOTNVdXE0S2VVdWRubnd5TzNXbUNIMkp4cUtvYkRUTzIyVzgtVG03QW5LSWxSQVZvQ1l6amtqS01tR1puYTdTellmd3FmLUtWcGw2blpBUnc2dEdJaWJ5clVpT0oxcFUtNWE1NjBpbFdBNA?oc=5
