Date,Open,High,Low,Close,Volume,RSI
2021-02-19,126.41975112984186,133.7218017578125,124.18443136526705,133.7218017578125,156625,
2021-02-22,139.0865611754861,140.37808227539062,136.60287258306673,140.37808227539062,31994,
2021-02-23,145.84219019274067,147.382080078125,145.79251339142542,147.382080078125,32589,
2021-02-24,154.73379516601562,154.73379516601562,154.73379516601562,154.73379516601562,9280,
2021-02-25,162.4332275390625,162.4332275390625,162.4332275390625,162.4332275390625,42230,
2021-02-26,170.53005981445312,170.53005981445312,155.97565011866567,170.53005981445312,263226,
2021-03-01,179.02427673339844,179.02427673339844,175.29874371941582,179.02427673339844,103709,
2021-03-02,185.7799027711881,187.96554565429688,183.4949062827977,187.96554565429688,57467,
2021-03-03,197.35389709472656,197.35389709472656,197.35389709472656,197.35389709472656,29655,
2021-03-04,203.6127931220494,207.189310852754,187.51849365234372,187.51849365234372,122467,86.61257888753053
2021-03-05,178.17982482910156,178.17982482910156,178.17982482910156,178.17982482910156,11084,76.84463268767787
2021-03-08,169.2882080078125,186.07795194964544,169.2882080078125,169.2882080078125,188350,69.39327458862675
2021-03-09,160.84366057482762,177.7327423095703,160.84366057482762,177.7327423095703,186593,71.97419687892308
2021-03-10,180.81253115437613,186.5746917724609,180.7131775460929,186.5746917724609,36846,74.24794463144215
2021-03-12,195.8636712960308,195.8636712960308,177.2856841344872,178.27915954589844,361784,68.99617735978525
2021-03-15,182.79947606419535,182.79947606419535,169.38755798339844,169.38755798339844,48336,62.13632022192538
2021-03-16,160.94302368164062,167.00323001976574,160.94302368164062,160.94302368164062,90491,55.60575000473071
2021-03-17,152.89585876464844,152.89585876464844,152.89585876464844,152.89585876464844,9129,49.244587067563394
2021-03-18,145.2957763671875,145.2957763671875,145.2957763671875,145.2957763671875,18530,42.950553953193165
2021-03-19,138.0434112548828,138.0434112548828,138.0434112548828,138.0434112548828,14888,36.54321193658239
2021-03-22,131.68516600219309,144.8983917236328,131.18842830709556,144.8983917236328,226641,35.669588186656725
2021-03-23,146.83566761886306,152.10109028745626,139.185910046379,143.60687255859375,205828,30.093633035739956
2021-03-24,141.96763397332373,145.84219727561154,136.453857421875,136.453857421875,121103,22.111016621677408
