Price,Close,High,Low,Open,Volume,RSI
Ticker,ITDCEM.NS,ITDCEM.NS,ITDCEM.NS,ITDCEM.NS,ITDCEM.NS,
Date,,,,,,
2020-08-24,51.77762222290039,54.863707250667844,51.189798282989194,54.520810575268555,1955899,
2020-08-25,50.60197448730469,52.21849219531464,50.259074073634594,51.87559551893802,499345,0.0
2020-08-26,55.10863494873047,56.823125813802086,50.06313176517375,50.993856125099896,3812357,79.31038418134472
2020-08-27,55.59848403930664,59.517319918729136,55.10862955437883,57.36195943758813,3896277,80.95240155402307
2020-08-28,57.01906967163086,58.34167544557309,55.4025481814405,56.13732999747365,1712114,84.51616565982982
2020-08-31,52.46342086791992,58.488633248637136,51.6796543456811,57.5579088684126,1339104,52.8225902679999
2020-09-01,52.16950607299805,53.59008492009705,50.69994252164599,52.512402740062846,313230,51.57480387383664
2020-09-02,54.91269302368164,55.5005207123144,51.97356579239848,52.512405037341686,370103,60.322584534812975
2020-09-03,53.54110336303711,55.94138764816826,53.051248817125675,55.25559427372713,332850,55.325458374228745
2020-09-04,52.316471099853516,53.49211911237652,51.5816892233797,52.7573372359027,218292,51.51517686860301
2020-09-07,51.33675765991211,52.75733284639866,51.09183038813255,52.56139401880988,179943,48.8250773251005
2020-09-08,49.03443908691406,52.51240560043484,48.49559983619286,51.77762378473494,352562,43.48837819996794
2020-09-09,46.046329498291016,48.93647220362123,45.55647492916026,48.93647220362123,822072,38.08555047144749
2020-09-10,48.495601654052734,48.985456216214885,46.92806855005134,46.92806855005134,454667,43.80777220807725
2020-09-11,48.93647003173828,49.475309286408766,47.51589109684802,48.83849687988408,299112,44.72727998693981
2020-09-14,52.16950607299805,55.206602584208284,49.230378970293934,49.81820289591741,1907798,52.702697903121745
2020-09-15,54.583396911621094,61.08611038466607,53.10550714425014,53.10550714425014,6790684,49.023961183019615
2020-09-16,51.6768798828125,53.89371454525325,51.33203668024088,53.253294139383144,1215207,43.313156642781514
2020-09-17,49.21372604370117,51.627613221128826,49.06593557547321,51.23350781149943,1387485,37.14782720993097
2020-09-18,50.83940505981445,51.92319311372316,49.607830288419066,49.952673479490535,1001850,47.04034341877091
2020-09-21,46.65205383300781,51.57835323495027,45.91310892271644,51.08572329475602,1299189,41.19442679244442
2020-09-22,49.06594467163086,49.36152190441503,45.42048211137691,46.99690028367322,987362,40.56976768510805
2020-09-23,47.883628845214844,50.69162176888662,46.799844476514416,50.24825406952074,656508,40.81899224858989
2020-09-24,47.538787841796875,48.770362656351196,46.40573750901967,47.78510280470774,1413390,42.01882664278765
2020-09-25,48.6225700378418,49.262990416645344,47.29247079997953,49.262990416645344,1337640,45.48162939439147
2020-09-28,50.59309005737305,51.33203491950684,49.607830241194655,50.64235605495631,692991,52.62370637060984
2020-09-29,49.460044860839844,51.18424958576028,49.2629921405839,50.98719686550434,332103,56.12915704425163
2020-09-30,50.4453010559082,51.72613800725135,49.41077904745673,49.60782799499586,534334,53.69483113147995
2020-10-01,49.558570861816406,51.578352849838396,49.26299365160043,51.23351339766445,395463,51.159337701679114
2020-10-05,49.558570861816406,50.05120079833241,49.016678683342434,49.755623588116435,254763,44.46764810723907
2020-10-06,50.7901496887207,50.9872024304839,49.70636524672582,49.85415198419688,483573,41.53846860779231
2020-10-07,51.6768798828125,52.21877204860441,50.198990107852,51.03645947694239,758224,50.0
2020-10-08,49.509307861328125,52.12024798824809,49.262992896843905,52.021719747373545,391877,50.73530402593783
2020-10-09,49.70635986328125,50.39604250552216,48.86888674110728,49.60783162383653,328386,46.965707564334195
2020-10-12,49.558570861816406,50.1497290407165,48.96741644138446,50.05120079833241,420964,59.932665112049264
