Date,Open,High,Low,Close,Volume,RSI
2021-03-04,988.480126250495,992.991762854271,978.368612759976,986.598388671875,21435754,
2021-03-05,977.5977682721734,1002.9672532884404,976.260120871694,987.890625,25511666,
2021-03-08,983.2657240329895,1012.0132716669716,983.039044773577,993.5133056640625,19506841,
2021-03-09,997.548696502313,1003.8060628939456,973.3355160603489,993.490478515625,15154484,99.67097160150614
2021-03-10,1000.7228083320849,1004.3956118787131,984.0591848216625,989.3643188476562,11519358,62.499793127416964
2021-03-12,995.2816157511662,1000.4507422731192,963.0426687169551,969.2546997070312,16864952,22.182019669229575
2021-03-15,970.3655452396614,974.378367439583,943.3636702802955,956.2411499023438,16698099,15.649185522424546
2021-03-16,958.553685547253,963.9948870594851,950.165234013291,952.4777221679688,13873801,14.4209485235247
2021-03-17,951.321487384943,953.5659717866566,922.7779520359184,931.9599609375,19210236,10.09944873522889
2021-03-18,939.9175965589106,945.313461898209,907.3159051912041,910.9887084960938,20647480,7.73138926023816
2021-03-19,902.7816639429236,950.3239190123003,899.0635245309819,944.0438842773438,41787429,32.63006159087931
2021-03-22,939.0560976937982,940.416353017528,921.9163888767762,935.1565551757812,18572478,30.422802956289786
2021-03-23,934.9526119187763,956.6039587366939,932.2547090305418,946.5377807617188,17421165,35.96956520066199
2021-03-24,943.0235744782575,943.0235744782575,925.181100240172,928.3097534179688,16822814,31.89695797179415
2021-03-25,931.3477881428614,931.3477881428614,900.0610147041692,902.9856567382812,22001648,27.561504308962455
2021-03-26,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202,27.623173928185196
2021-03-30,910.4899757979094,929.035337372419,903.0310289019577,920.1480712890625,20441701,31.33797197069015
2021-03-31,915.0243084377211,929.4887232737643,906.40905776399,908.2681274414062,16250796,29.5551391271931
2021-04-01,915.0243493680184,920.4654911265429,908.2908359953475,916.77001953125,11723312,32.942725326227716
2021-04-05,918.1756272004715,918.1982951252521,889.677488179083,903.5071411132812,14875099,34.037900961038076
2021-04-06,908.6762538058488,909.1070043382359,892.8061280725167,899.74365234375,14009194,35.638584237203716
2021-04-07,906.8625335398098,928.1284651595439,903.8245518752842,908.15478515625,24266353,38.99337438384073
2021-04-08,911.8501640591978,916.837886588746,903.6883926704473,909.2882690429688,15369188,43.770224176198674
2021-04-09,906.1597285641935,909.7418004729616,897.7938848658578,898.7234497070312,14037885,46.42528814147857
2021-04-12,888.2718159255257,889.3600561933767,861.632747207554,866.5751342773438,20901482,27.30173388737994
2021-04-13,872.4018023162757,879.9288134604777,869.6132274999836,875.9385986328125,19411189,32.69747460066375
2021-04-15,873.4446120904353,889.1786704861084,867.4139846330557,881.6063842773438,19723716,30.37279722638155
2021-04-16,878.1150581636493,884.1456861292494,873.5126894782757,876.0745849609375,15656948,32.897884209647046
2021-04-19,863.333187750963,868.9557331768007,856.9851487238521,862.290283203125,18478808,35.58697859900225
2021-04-20,866.28045535031,870.1346024372397,857.189177823117,862.0408935546875,17203668,34.855860632720194
2021-04-22,858.0053442180699,868.0715224771913,850.9544798546892,864.42138671875,14490954,27.998546451384684
2021-04-23,864.2399827290652,870.0892067348701,859.4109352555885,863.4918212890625,11828857,30.64862192833489
2021-04-26,870.5879935892407,889.6321078230069,866.7337869207527,878.6817016601562,20846778,34.43860540714692
2021-04-27,879.6566357896455,905.592879224886,878.8631384956852,901.716064453125,19992524,49.322343654092975
2021-04-28,905.8876517747103,910.4899602170952,897.861946907099,905.6382446289062,17122437,52.227552296516755
2021-04-29,917.2460958998795,927.0402589004967,910.1726236848527,917.767578125,17412606,53.53335708407854
2021-04-30,910.7166908105166,923.1860285256435,901.2173310194296,904.36865234375,19828769,48.34126928922947
2021-05-03,891.4458771331132,897.340497401844,881.0623478526642,888.2945556640625,23640186,46.6096781528642
2021-05-04,884.1910203527071,892.2621215061423,866.5072191354321,869.04638671875,21849830,50.876929281238105
2021-05-05,872.1070779189138,878.976538945821,865.1695531457119,870.6334228515625,12393609,48.00748043012015
2021-05-06,871.4267940731952,877.3894172578272,864.5119382269039,875.57568359375,14624666,47.722575925276274
2021-05-07,878.6364032493998,886.7528395578353,873.3086014127246,875.9158325195312,12288548,49.93760228690858
2021-05-10,879.2032403073009,882.7399763357812,871.0188000480982,873.3992919921875,13941237,54.79074542008844
2021-05-11,868.320883202796,878.9991548596583,866.0536709526697,876.5506591796875,13478264,56.10452426269011
2021-05-12,875.1676804843173,876.4372641804301,864.6934200952072,867.4819946289062,13177961,51.21904970280422
2021-05-14,874.2381482108096,880.563518938135,864.2400338075389,878.4324340820312,13291616,55.51096916710155
2021-05-17,878.4324402760395,890.2896245106193,875.3037267948372,888.884033203125,11873078,53.89952292636269
2021-05-18,898.2473602910601,908.0414631541172,894.3931533556103,901.398681640625,12064918,49.86808191098573
2021-05-19,897.7938200130252,914.32143492012,894.1664125157001,905.5248413085938,16317002,49.95294444202441
2021-05-20,905.9102510089941,911.8048706158811,898.2472934944823,900.2423706054688,11422532,42.290005332737586
2021-05-21,903.235026290113,911.2153947907652,900.514455659808,908.0187377929688,10785605,51.689385597326044
2021-05-24,910.4899555985552,911.3061808075764,898.7007755187158,900.3557739257812,8551760,56.05368362686142
2021-05-25,905.2301950520241,905.5022701330101,888.7253062731775,890.1536254882812,14780102,61.65208279282588
2021-05-26,895.5267721091835,897.5672452840586,891.1285347593667,893.2822875976562,7480204,62.293872991241074
