Price,Close,High,Low,Open,Volume,RSI
Ticker,SMLISUZU.NS,SMLISUZU.NS,SMLISUZU.NS,SMLISUZU.NS,SMLISUZU.NS,
Date,,,,,,
2020-08-24,447.6971435546875,460.316650040976,446.61264766431657,455.4857466245348,120210,
2020-08-25,436.9508361816406,451.29566731309944,435.521269329463,451.29566731309944,65240,0.0
2020-08-26,447.894287109375,454.4012320974493,438.7254305947764,441.63384716958456,93189,50.454462313396085
2020-08-27,434.6832580566406,451.4928693330108,431.8734373360526,451.4928693330108,61067,31.35588551881773
2020-08-28,444.1971740722656,450.5562402640761,432.0213347563944,442.0774953707542,91170,46.0598977175049
2020-08-31,410.5286865234375,447.00698052923246,407.1766330917114,446.1196766924925,52344,26.199450487174772
2020-09-01,412.8948669433594,419.99335827302565,408.21184240862493,411.12025915458145,14956,28.370075469479332
2020-09-02,415.75396728515625,419.0074246652945,400.91615690052623,414.22580450754145,26128,30.82837457854859
2020-09-03,424.77496337890625,432.8100412711547,418.12013928191243,421.4721928096096,25359,37.58674736865764
2020-09-04,428.6199645996094,440.20428796716635,409.69067523218024,421.66938261398553,86131,40.08199413285017
2020-09-07,420.2890930175781,436.21139962691933,416.04973570760046,432.3170831937981,22021,36.8867703860875
2020-09-08,407.0287780761719,432.66217537186435,400.9654997333001,425.8101590598357,39907,32.73335069559167
2020-09-09,397.9584655761719,406.58508920169953,395.3951199671314,395.9373829331013,20961,30.392518480395722
2020-09-10,401.9513854980469,410.72588824640457,399.48663584472865,401.26124356020733,12389,32.51695066084659
2020-09-11,407.8667907714844,413.04276512093327,397.5148420725866,397.5148420725866,20503,35.43619194360339
2020-09-14,413.78216552734375,422.3594758890465,410.13432416691086,418.81023052783945,22483,41.21822438998209
2020-09-15,418.21875,426.69746507798527,415.9511621755457,417.47932507431915,19456,38.168261415514
2020-09-16,427.28900146484375,437.7395461978329,416.0004659046755,418.9088524948402,52818,46.9512172104383
2020-09-17,417.627197265625,428.0777420631337,412.1061518926698,424.8242543905624,15918,39.05807266642721
2020-09-18,413.5849914550781,429.7537431488584,410.13434194353397,419.9933405479458,21445,51.66488401219941
2020-09-21,394.70501708984375,416.98636006305264,392.38814638893626,416.98636006305264,24398,41.60218732414885
2020-09-22,388.0008850097656,400.2260675686073,382.52915272096146,400.2260675686073,10838,37.62637745404178
2020-09-23,385.2403564453125,399.2894289452375,383.66291070856767,391.59942234860955,16238,31.331466869107132
