PE Ratio,Price to Book,Median PE last 50 days,Sales Growth Last 4 Quarters,Profit Growth Last 4 Quarters,Debt To Equity,PEG Ratio,FCF,Ticker
27.558886,5.4805603,N/A - Requires daily EPS or specialized API,"[np.float64(-27.55407567306955), np.float64(-1.745445508266967), np.float64(47.43334433430975), np.float64(18.48972884270118)]","[np.float64(-34.83426530875109), np.float64(-34.52706023304574), np.float64(424.9931299807639), np.float64(-42.5919596140194)]",104.541,,1017464000.0,CANTABIL.NS
31.54709,5.7922697,N/A - Requires daily EPS or specialized API,"[np.float64(10.911412177204285), np.float64(0.7310066431948585), np.float64(-9.662878324656033), np.float64(9.43673575055644)]","[np.float64(-7.495034208783932), np.float64(6.9220482970188), np.float64(0.29822014642766975), np.float64(-2.534448818897638)]",3.018,,4097750000.0,DODLA.NS
35.597015,3.411143,N/A - Requires daily EPS or specialized API,"[np.float64(7.183405392046166), np.float64(-11.787134034121271), np.float64(1.9127326353202034), np.float64(9.812173769487847)]","[np.float64(-73.65813211274909), np.float64(-55.08320082237106), np.float64(-47.50674646314595), np.float64(246.7048024818121)]",70.011,,-9443244000.0,RKFORGE.NS
,1.5752132,N/A - Requires daily EPS or specialized API,"[np.float64(17.546807489198272), np.float64(-27.222966284283466), np.float64(5.868935330744097), np.float64(36.23078861174099)]","[np.float64(-56.8), np.float64(-448.1894150417827), np.float64(-404.23728813559325), np.float64(-93.39675433687745)]",110.225,,16333000000.0,PVRINOX.NS
39.994682,1.3311722,N/A - Requires daily EPS or specialized API,"[np.float64(-16.23820374049009), np.float64(131.54020236331283), np.float64(-53.764973983367966), np.float64(73.61866453262684)]","[np.float64(132.002756034473), np.float64(-182.21173936056607), np.float64(-230.87954691848665), np.float64(30.918550812264318)]",71.562,,-74758000.0,SWELECTES.NS
35.97251,6.0880966,N/A - Requires daily EPS or specialized API,"[np.float64(0.27674120358317184), np.float64(4.079604985849341), np.float64(7.439994824351428), np.float64(2.154517216310885)]","[np.float64(-1.9657311048039523), np.float64(22.071089439240343), np.float64(8.23611111111111), np.float64(6.935986930046043)]",13.764,,1748700000.0,GRAVITA.NS
19.462397,4.031195,N/A - Requires daily EPS or specialized API,"[np.float64(-13.845166863008696), np.float64(32.127014337269614), np.float64(10.979884245799287), np.float64(10.437944573807066)]","[np.float64(-76.62667524391551), np.float64(157.33867244477716), np.float64(9.133812429741448), np.float64(8.772002607069437)]",0.829,,673132000.0,ENGINERSIN.NS
23.587502,1.525835,N/A - Requires daily EPS or specialized API,"[np.float64(18.068730982638268), np.float64(17.60351526526746), np.float64(-7.031906132533165), np.float64(-30.1071408217929)]","[np.float64(78.66640971285412), np.float64(22.884433217556047), np.float64(-30.647103908901784), np.float64(-47.59281574568199)]",30.765,,14715300000.0,JPPOWER.NS
16.179178,2.0026853,N/A - Requires daily EPS or specialized API,"[np.float64(16.00121969617897), np.float64(1.076558275258555), np.float64(23.5956265359623), np.float64(-9.565502173287284)]","[np.float64(26.713707848863578), np.float64(3.878476496746477), np.float64(19.56443376389306), np.float64(3.6934362272907793)]",19.195,,-94222000.0,SHREEPUSHK.NS
22.759468,4.076837,N/A - Requires daily EPS or specialized API,"[np.float64(-10.096618622625991), np.float64(13.375440949481884), np.float64(9.686180731615094), np.float64(-7.956506170390918)]","[np.float64(-9.09000576323059), np.float64(14.803094634582608), np.float64(10.168630969885712), np.float64(-14.22759758108851)]",36.043,,926405000.0,JAMNAAUTO.NS
47.6227,10.561512,N/A - Requires daily EPS or specialized API,"[np.float64(-23.472387027945), np.float64(-28.13409482084181), np.float64(90.815279255071), np.float64(11.726613905313107)]","[np.float64(-30.51085505167895), np.float64(-35.99936698844754), np.float64(136.12543533174895), np.float64(7.063643201203412)]",27.033,,3854860000.0,MANYAVAR.NS
17.12357,5.522088,N/A - Requires daily EPS or specialized API,"[np.float64(-0.01608369113718689), np.float64(5.751155481604733), np.float64(1.5298147886992903), np.float64(-4.559699881264794)]","[np.float64(7.761859770165455), np.float64(-0.7420735530656198), np.float64(0.5504355787523094), np.float64(3.579257004622426)]",60.074,,368712000.0,DSSL.NS
31.545454,6.024646,N/A - Requires daily EPS or specialized API,"[np.float64(22.48266257657166), np.float64(-13.056319130833169), np.float64(0.08023973668266003), np.float64(4.237913773753185)]","[np.float64(126.7872280305171), np.float64(-36.514485604090055), np.float64(-0.7212822796081924), np.float64(-16.907140214576398)]",53.64,,7446700000.0,GODREJAGRO.NS
28.236113,6.5479264,N/A - Requires daily EPS or specialized API,"[np.float64(6.904511428546588), np.float64(6.032811433459068), np.float64(29.800517241110214), np.float64(6.337410266169793)]","[np.float64(14.177939373618198), np.float64(4.474572931433669), np.float64(-0.4695986620251579), np.float64(72.93826695244601)]",92.382,,-2883893000.0,SKYGOLD.NS
18.565374,2.204614,N/A - Requires daily EPS or specialized API,"[np.float64(3.4493472314449853), np.float64(2.10686737994526), np.float64(-3.506560545491651), np.float64(7.231955511501872)]","[np.float64(3.01061295213342), np.float64(70.0239366599153), np.float64(-30.039933015586755), np.float64(11.297491039426523)]",37.211,,1699500000.0,KIRLFER.NS
41.84301,9.318888,N/A - Requires daily EPS or specialized API,[],[],60.704,,-433805000.0,KMEW.NS
85.391846,3.7348325,N/A - Requires daily EPS or specialized API,"[np.float64(-597.2380641119918), np.float64(-113.3055025574961), np.float64(6.558877328906533), np.float64(44.39773708122286)]","[np.float64(-122.0492186687918), np.float64(-386.8530252205243), np.float64(-12.879238870428297), np.float64(88.29535727387601)]",10.395,,3787760000.0,QUESS.NS
83.47486,5.088717,N/A - Requires daily EPS or specialized API,"[np.float64(-5.633501284527911), np.float64(10.53011000621846), np.float64(10.88012398862624), np.float64(-5.170089283131101)]","[np.float64(-98.0355761794277), np.float64(168.70324189526184), np.float64(-153.59171399933177), np.float64(1066.1038961038962)]",85.194,,3483900000.0,PRSMJOHNSN.NS
31.94433,7.150688,N/A - Requires daily EPS or specialized API,"[np.float64(2.5288318912598737), np.float64(10.459189934927464), np.float64(12.757877054025393), np.float64(-16.402275432893955)]","[np.float64(20.83734389626813), np.float64(30.49113601706261), np.float64(20.792124561191645), np.float64(-28.09384310574567)]",52.288,,-251564000.0,ITDCEM.NS
14.148358,1.9488673,N/A - Requires daily EPS or specialized API,"[np.float64(11.920704576352453), np.float64(-3.5285701028940895), np.float64(-1.3304310792656882), np.float64(0.11625541906325618)]","[np.float64(-8.276783385758462), np.float64(16.61814999410352), np.float64(3.065816703503379), np.float64(-2.035949908895354)]",5.311,,883006000.0,BALMLAWRIE.NS
,,N/A - Requires daily EPS or specialized API,[],[],,,,CAPINVIT.NS
12.209459,2.485694,N/A - Requires daily EPS or specialized API,[],[],,,-353399000.0,VMARCIND.NS
78.73641,6.417437,N/A - Requires daily EPS or specialized API,"[np.float64(-10.090311460996046), np.float64(-1.5568484709523944), np.float64(-6.749446766658471), np.float64(48.4801346053112)]","[np.float64(-21.19953359568576), np.float64(-14.044099223252319), np.float64(-14.962978746071487), np.float64(323.96115627822945)]",24.318,,9410000.0,MTARTECH.NS
21.230858,2.9193892,N/A - Requires daily EPS or specialized API,"[np.float64(-9.663466802934629), np.float64(17.49040461436199), np.float64(-24.849334493538304), np.float64(30.79436002276224)]","[np.float64(6.709511568123393), np.float64(27.939483637559615), np.float64(-41.67465950508345), np.float64(18.00792303338993)]",0.641,,2711200000.0,GRWRHITECH.NS
11.641149,2.1810064,N/A - Requires daily EPS or specialized API,"[np.float64(-1.6850161269670014), np.float64(-1.1951603678383955), np.float64(7.312629239912659), np.float64(16.977605365577922)]","[np.float64(-58.644571978005466), np.float64(66.27613599460418), np.float64(36.68521869771571), np.float64(19.033490489351326)]",30.537,,1294500000.0,REDINGTON.NS
8.3745985,1.0761952,N/A - Requires daily EPS or specialized API,"[np.float64(-42.859357238813686), np.float64(31.30703212456325), np.float64(47.54254254254254), np.float64(1.8192936859807367)]","[np.float64(-35.375323554788615), np.float64(-53.98967844382692), np.float64(632.9776915615906), np.float64(7.395833333333333)]",18.82,,-135900000.0,VASCONEQ.NS
98.04401,7.006417,N/A - Requires daily EPS or specialized API,"[np.float64(8.009391298867056), np.float64(5.346768035589788), np.float64(8.023490384184337), np.float64(13.338210935991626)]","[np.float64(17.61655980368875), np.float64(5.627090301003344), np.float64(14.54841490278709), np.float64(21.952928809203996)]",18.906,,-2395850000.0,AZAD.NS
55.556084,8.84943,N/A - Requires daily EPS or specialized API,"[np.float64(1.7356701380069426), np.float64(-6.242682031368865), np.float64(4.365325932369551), np.float64(7.875862993498224)]","[np.float64(-11.459655485040798), np.float64(-31.921984940130848), np.float64(28.914704010184593), np.float64(17.633845001871958)]",64.625,,4812300000.0,BLUEDART.NS
25.707241,1.5214958,N/A - Requires daily EPS or specialized API,"[np.float64(21.414116715944445), np.float64(-8.914023701700849), np.float64(3.1528025275219673), np.float64(-4.528669984574471)]","[np.float64(-19.49988543685713), np.float64(-3.4908321579689705), np.float64(-2.7248257378888563), np.float64(-45.52321291143971)]",2.274,,-168155000.0,TTKHLTCARE.NS
12.296069,0.6089664,N/A - Requires daily EPS or specialized API,"[np.float64(23.803139020729063), np.float64(-11.702813337393795), np.float64(-2.1857898282560746), np.float64(0.1008298360514393)]","[np.float64(105.99724117770653), np.float64(53.53661444380548), np.float64(-68.09456577919883), np.float64(-57.548928813977895)]",345.73,,-5832486000.0,SATIN.NS
89.247314,7.302196,N/A - Requires daily EPS or specialized API,"[np.float64(14.430124484546077), np.float64(-24.65497258286015), np.float64(55.336853412409035), np.float64(-15.9156828821494)]","[np.float64(81.52350081037277), np.float64(-74.15887198101355), np.float64(-226.75632631392673), np.float64(-565.485996705107)]",96.585,,2233400000.0,VMART.NS
37.45652,11.863667,N/A - Requires daily EPS or specialized API,"[np.float64(4.204203322122516), np.float64(6.929725926716962), np.float64(52.87717276481322), np.float64(27.846088680716274)]","[np.float64(-17.188195434768787), np.float64(11.224149601446713), np.float64(69.63958251212532), np.float64(54.456415279138106)]",1.764,,-341150000.0,BLUEJET.NS
8.408271,1.119931,N/A - Requires daily EPS or specialized API,"[np.float64(-80.47818392454815), np.float64(57.67698162263238), np.float64(17337.939698492464), np.float64(-21.567768776001753)]","[np.float64(-72.339741253933), np.float64(43.83885985921431), np.float64(2040.0780297488418), np.float64(-45.80414959693406)]",,,558415000.0,OSWALAGRO.NS
,,N/A - Requires daily EPS or specialized API,[],[],,,,ANZEN.NS
4.4583898,0.8446852,N/A - Requires daily EPS or specialized API,"[np.float64(45.28180502263171), np.float64(-18.049671430454346), np.float64(14.404808065141527), np.float64(23.768896472658437)]","[np.float64(-978.6299573910194), np.float64(-167.18044698888033), np.float64(-36.85783802572124), np.float64(-68.48987996144747)]",15.671,,196000000.0,MAITHANALL.NS
23.81579,9.246291,N/A - Requires daily EPS or specialized API,"[np.float64(-45.295461864487045), np.float64(89.44543160930748), np.float64(6.62361920873234), np.float64(56.165501559547835)]","[np.float64(-44.48702662805882), np.float64(73.55668833260692), np.float64(5.797607018556834), np.float64(36.95551894563427)]",118.952,,-960459000.0,KPEL.NS
,2.1229842,N/A - Requires daily EPS or specialized API,[],[],530.022,,-8328190000.0,BLUESTONE.NS
,3.5485144,N/A - Requires daily EPS or specialized API,[],[],145.512,,-369910000.0,ARISINFRA.NS
50.503555,11.176321,N/A - Requires daily EPS or specialized API,"[np.float64(5.882911411582272), np.float64(9.25989548886507), np.float64(-3.424557773781671), np.float64(12.585239975778848)]","[np.float64(-0.6234799503431216), np.float64(10.853783937259236), np.float64(2.1803450078410873), np.float64(3.388080916170804)]",0.424,,267088000.0,FOSECOIND.NS
42.71751,3.8607652,N/A - Requires daily EPS or specialized API,"[np.float64(135.21604483114584), np.float64(-22.057471264367816), np.float64(-43.75), np.float64(18.51851851851852)]","[np.float64(-398.0859742704738), np.float64(-389.72727272727275), np.float64(-88.77551020408163), np.float64(104.16666666666667)]",3.314,,2217000000.0,RALLIS.NS
,5.1311116,N/A - Requires daily EPS or specialized API,"[np.float64(3.904544137064829), np.float64(-0.8550774614608477), np.float64(9.881273155944763), np.float64(4.0377862623283525)]","[np.float64(-82.27538142776417), np.float64(-152.21796006688305), np.float64(4.394701714755108), np.float64(-50.44018116126405)]",16.95,,325640000.0,RAMCOSYS.NS
38.31981,5.241328,N/A - Requires daily EPS or specialized API,"[np.float64(-19.006147755927483), np.float64(11.302727562210082), np.float64(14.383174971046762), np.float64(-3.6750698154248673)]","[np.float64(-54.519122298851386), np.float64(58.99496506227423), np.float64(58.30179764464836), np.float64(-13.557471725048764)]",2.646,,694571000.0,INDIGOPNTS.NS
25.7032,2.9465072,N/A - Requires daily EPS or specialized API,"[np.float64(-9.06951871657754), np.float64(7.301062682182286), np.float64(1.238498001673018), np.float64(4.21095963387171)]","[np.float64(-26.0), np.float64(3.851146689744699), np.float64(9.267139479905437), np.float64(-12.855377008652658)]",,,-883200000.0,FINOPB.NS
58.123585,4.608628,N/A - Requires daily EPS or specialized API,"[np.float64(6.636663391563556), np.float64(9.33854088428221), np.float64(10.505188710091199), np.float64(10.433574979862788)]","[np.float64(-6.515299123208143), np.float64(15.915742895992258), np.float64(24.690364665651312), np.float64(16.26018976346385)]",8.979,,-3522030000.0,AETHER.NS
17.35738,3.480283,N/A - Requires daily EPS or specialized API,"[np.float64(0.7604721268833992), np.float64(10.264838235112315), np.float64(-3.858763699519266), np.float64(1.6230847102181751)]","[np.float64(148.81249191217702), np.float64(2.4662983425414367), np.float64(-17.98911112883231), np.float64(-28.56306838191121)]",89.544,,-4655000.0,INDOAMIN.NS
90.6875,3.230331,N/A - Requires daily EPS or specialized API,"[np.float64(14.357879808882036), np.float64(21.632422876015344), np.float64(-9.50805270644718), np.float64(-23.70239903170924)]","[np.float64(-432.4601715686274), np.float64(-392.70917406510625), np.float64(-88.11016569637259), np.float64(-53.68501106194691)]",60.442,,233715000.0,BLKASHYAP.NS
20.504349,5.691253,N/A - Requires daily EPS or specialized API,"[np.float64(-13.95337459331197), np.float64(7.106550218340611), np.float64(7.895873414739488), np.float64(-3.5593926312999353)]","[np.float64(69.31714059418242), np.float64(-40.268089053803344), np.float64(14.65035894708854), np.float64(-25.8331690001972)]",1.259,,999828000.0,GRAUWEIL.NS
36.837208,2.4890008,N/A - Requires daily EPS or specialized API,"[np.float64(-5.179428016272998), np.float64(19.905351292318894), np.float64(27.77540553690323), np.float64(21.75025484199796)]","[np.float64(-6.532663316582915), np.float64(4.006968641114982), np.float64(62.54176813728266), np.float64(38.75834970530452)]",354.973,,-1957700000.0,JYOTISTRUC.NS
52.713207,3.6591053,N/A - Requires daily EPS or specialized API,"[np.float64(-18.77188216829651), np.float64(8.71862182116489), np.float64(18.005808325266216), np.float64(26.021715261681106)]","[np.float64(-65.83530866742244), np.float64(25.686528497409327), np.float64(170.40280210157619), np.float64(-522.9629629629629)]",26.854,,290492000.0,ORIENTHOT.NS
198.75,9.222738,N/A - Requires daily EPS or specialized API,"[np.float64(-44.252088770204935), np.float64(-41.945110680431114), np.float64(38.24298558610534), np.float64(-33.30673155047246)]","[np.float64(-112.13164618409654), np.float64(1973.5968517006438), np.float64(-106.41026851102644), np.float64(63.004306492467485)]",17.343,,-795680000.0,SINDHUTRAD.NS
46.707455,5.7797656,N/A - Requires daily EPS or specialized API,"[np.float64(1.6564948293758641), np.float64(1.9053178602152425), np.float64(9.038525963149079), np.float64(16.81015205724508)]","[np.float64(-5.449173460991847), np.float64(27.642916815849144), np.float64(2.9285310665061544), np.float64(4.565072188254637)]",1.871,,1142800000.0,LATENTVIEW.NS
83.357346,3.4121337,N/A - Requires daily EPS or specialized API,"[np.float64(-4.119569396386005), np.float64(-2.7099814845985524), np.float64(67.64595221671787), np.float64(27.535188739603328)]","[np.float64(12564.814814814816), np.float64(-98.23989569752281), np.float64(39.64497041420118), np.float64(-2.916482545293858)]",6.76,,-822800000.0,NAZARA.NS
22.173655,2.998762,N/A - Requires daily EPS or specialized API,"[np.float64(-2.4292118995692875), np.float64(-3.362067890068489), np.float64(-0.4030062482778682), np.float64(3.0725514169851387)]","[np.float64(-12.834036280250604), np.float64(4.415009149834961), np.float64(-8.285100309005067), np.float64(-15.11314386147117)]",4.341,,5389330000.0,BSOFT.NS
27.85798,3.2895832,N/A - Requires daily EPS or specialized API,"[np.float64(-21.01101752449178), np.float64(43.173219084955406), np.float64(-11.890647879850306), np.float64(19.63900559010479)]","[np.float64(0.8648866836001339), np.float64(11.364620621981505), np.float64(29.382017291883876), np.float64(-14.444093838367902)]",48.583,,-416708000.0,SMSPHARMA.NS
68.914734,10.738877,N/A - Requires daily EPS or specialized API,"[np.float64(-15.390303418698084), np.float64(-21.19075369075369), np.float64(54.46007981037535), np.float64(-1.7307465503007429)]","[np.float64(-36.62574935769341), np.float64(-24.618033139659996), np.float64(224.96503496503496), np.float64(-43.65642237982664)]",30.703,,1760300000.0,CAMPUS.NS
70.57576,3.0731676,N/A - Requires daily EPS or specialized API,"[np.float64(-25.057431055403985), np.float64(26.23157164302534), np.float64(-1.1310314449350627), np.float64(-1.8646935229203905)]","[np.float64(-148.03224987888996), np.float64(101.45927733240386), np.float64(-51.06099890829694), np.float64(74.58703939008895)]",3.569,,1058661000.0,BOROSCI.NS
15.7483225,1.954521,N/A - Requires daily EPS or specialized API,"[np.float64(-21.867779011493564), np.float64(32.9039205519882), np.float64(-27.402145535442834), np.float64(31.1010869152611)]","[np.float64(-36.61477121701158), np.float64(-15.301117632869662), np.float64(12.827723850131543), np.float64(87.17948717948718)]",309.698,,18862300000.0,EDELWEISS.NS
59.19501,9.4653635,N/A - Requires daily EPS or specialized API,"[np.float64(23.93315590536208), np.float64(-23.54323378233258), np.float64(12.247524515125825), np.float64(14.52404399562372)]","[np.float64(-28.07844314118443), np.float64(36.84849813713667), np.float64(20.825685179928723), np.float64(324.7307506831699)]",57.92,,-8089104000.0,ABDL.NS
52.904186,1.7257656,N/A - Requires daily EPS or specialized API,"[np.float64(3.748435238408196), np.float64(15.512247914686938), np.float64(-7.851722124927028), np.float64(-0.8250108554059922)]","[np.float64(28.272064931058217), np.float64(-486.57798165137615), np.float64(-118.04635761589404), np.float64(-50.99391480730223)]",19.265,,-446404000.0,IFGLEXPOR.NS
15.925074,2.7466502,N/A - Requires daily EPS or specialized API,"[np.float64(3.845758727101793), np.float64(3.66980691622377), np.float64(4.850784454188347), np.float64(5.925239169247237)]","[np.float64(-4.590183785766822), np.float64(1.922485658678371), np.float64(2.2102210594281493), np.float64(6.50594267996979)]",125.807,,-11276697000.0,FIVESTAR.NS
26.524782,2.9875484,N/A - Requires daily EPS or specialized API,"[np.float64(7.512864330243348), np.float64(37.11117995348776), np.float64(-31.20286250748572), np.float64(-4.436597193635695)]","[np.float64(-2.682471206440081), np.float64(140.4012664771259), np.float64(-52.60574972246679), np.float64(-11.640351233239977)]",0.03,,271699000.0,EIMCOELECO.NS
56.19523,4.3737264,N/A - Requires daily EPS or specialized API,"[np.float64(-16.123737475030282), np.float64(16.66362491986167), np.float64(-7.617863494761671), np.float64(4.9503773535254)]","[np.float64(-48.29050564305299), np.float64(74.11239647401025), np.float64(-35.81181232540904), np.float64(33.43222272934733)]",32.99,,-53954000.0,YUKEN.NS
28.016861,2.1033077,N/A - Requires daily EPS or specialized API,"[np.float64(24.9006284752315), np.float64(27.35631696990664), np.float64(37.54859719601058), np.float64(-29.050491038208193)]","[np.float64(3.0395749974782285), np.float64(0.44750662816420955), np.float64(67.72740791094873), np.float64(-27.16122610027697)]",131.523,,-4568642000.0,SGFIN.NS
17.8244,5.71909,N/A - Requires daily EPS or specialized API,"[np.float64(0.8527126613980855), np.float64(8.675327506138816), np.float64(-2.9939666001443856), np.float64(3.7726297164254294)]","[np.float64(19.063815693852412), np.float64(11.271423818102521), np.float64(-4.164205214594156), np.float64(2.4547104043067742)]",4.862,,1782192000.0,SHARDAMOTR.NS
29.561123,3.697363,N/A - Requires daily EPS or specialized API,[],[],0.809,,-180825000.0,STALLION.NS
29.16124,1.7890867,N/A - Requires daily EPS or specialized API,"[np.float64(12.805550372343133), np.float64(12.717017208413), np.float64(-18.662519440124417), np.float64(-11.675824175824175)]","[np.float64(167.41169427260027), np.float64(-350.55), np.float64(-110.25641025641026), np.float64(-17.72151898734177)]",2.943,,3328800000.0,GRAPHITE.NS
17.448582,2.1807091,N/A - Requires daily EPS or specialized API,"[np.float64(5.839287066723889), np.float64(6.418247273118048), np.float64(8.209779638351067), np.float64(3.940291291472774)]","[np.float64(3.4587011730559927), np.float64(4.05184346294199), np.float64(3.584462982273201), np.float64(6.971556051310652)]",345.438,,-11630200000.0,MASFIN.NS
27.843887,3.9569016,N/A - Requires daily EPS or specialized API,"[np.float64(14.431307989120542), np.float64(-4.871445645829279), np.float64(-13.59237424971162), np.float64(2.696746877743998)]","[np.float64(24.24832739072954), np.float64(-27.739600861242288), np.float64(-13.245012322036825), np.float64(10.790158323826484)]",0.029,,17572000.0,FCL.NS
7.728287,4.291283,N/A - Requires daily EPS or specialized API,"[np.float64(-12.85975392898785), np.float64(9.499924824817176), np.float64(12.827436612276397), np.float64(4.161929411151295)]","[np.float64(-43.92868162442114), np.float64(-69.89687228427691), np.float64(344.87913880859065), np.float64(43.63552996917747)]",19.637,,2356691000.0,MSTCLTD.NS
32.57495,2.6903389,N/A - Requires daily EPS or specialized API,"[np.float64(4.940325895521558), np.float64(9.191042450893491), np.float64(-9.84614408892912), np.float64(-9.840920816487781)]","[np.float64(-5.148705148205928), np.float64(20.720359667572666), np.float64(-19.018348019394875), np.float64(-5.341584204155925)]",0.546,,685598000.0,BALAMINES.NS
60.22182,11.071799,N/A - Requires daily EPS or specialized API,"[np.float64(93.1859835527992), np.float64(-4.278336119579113), np.float64(35.28003192763071), np.float64(-57.71169468259861)]","[np.float64(245.01307246775664), np.float64(-33.98926507018993), np.float64(98.36199836199836), np.float64(-76.99698568198944)]",82.314,,-779184000.0,AVL.NS
22.775904,0.25800014,N/A - Requires daily EPS or specialized API,"[np.float64(883.7549933422104), np.float64(-94.17829457364341), np.float64(-19.83594332587621), np.float64(207.2751575329387)]","[np.float64(-1255.3351367598436), np.float64(-147.58295194508008), np.float64(-80.58586699986117), np.float64(-80.2777488760261)]",,,212080000.0,BFINVEST.NS
,-3.621358,N/A - Requires daily EPS or specialized API,[],[],981.017,,,RAYMONDREL.NS
38.449997,1.7395238,N/A - Requires daily EPS or specialized API,"[np.float64(-0.3301177419946448), np.float64(-1.1655096159074843), np.float64(-4.183889680086144), np.float64(6.691126058517242)]","[np.float64(119.78465679676987), np.float64(299.4623655913978), np.float64(-71.02803738317756), np.float64(14.031971580817052)]",95.151,,245800000.0,RICOAUTO.NS
26.738909,3.7639368,N/A - Requires daily EPS or specialized API,"[np.float64(-11.545192068721114), np.float64(5.6446613465210564), np.float64(8.037652373628747), np.float64(1.5468167213625832)]","[np.float64(-17.243424955507216), np.float64(13.20434921650144), np.float64(50.59916550277801), np.float64(-25.03233048649997)]",36.933,,23767000.0,VISHNU.NS
36.093643,5.499164,N/A - Requires daily EPS or specialized API,"[np.float64(-10.157815229233307), np.float64(5.741568279837141), np.float64(13.629348695327634), np.float64(-2.1175074311997335)]","[np.float64(-17.199767769910782), np.float64(2.070970646684977), np.float64(5.824317554648909), np.float64(-1.1378772540795024)]",0.22,,945453000.0,CELLO.NS
25.850744,5.5979314,N/A - Requires daily EPS or specialized API,"[np.float64(-21.47734630875008), np.float64(16.73540693717401), np.float64(24.64858250369939), np.float64(17.258301491942046)]","[np.float64(-10.96341759775747), np.float64(36.08906322104291), np.float64(17.048666750688678), np.float64(45.53815918768424)]",1.34,,134768000.0,SYNCOMF.NS
97.97994,21.952942,N/A - Requires daily EPS or specialized API,[],[],156.969,,-86888000.0,LGHL.NS
26.58304,2.8930163,N/A - Requires daily EPS or specialized API,"[np.float64(33.972736124634864), np.float64(19.26605504587156), np.float64(-24.722440772794823), np.float64(3.8210201488473405)]","[np.float64(73.07882994546357), np.float64(25.51337896701929), np.float64(-37.977614820532615), np.float64(33.0082135523614)]",6.677,,-614200000.0,IPL.NS
79.37847,3.1518939,N/A - Requires daily EPS or specialized API,"[np.float64(6.991014097802951), np.float64(-7.594884624247013), np.float64(-2.8167437099121866), np.float64(-1.5743320896109827)]","[np.float64(-201.40724946695093), np.float64(-129.76643818227978), np.float64(-39.02948688182029), np.float64(4.445881497049552)]",9.383,,-608460000.0,IKIO.NS
25.250097,2.263701,N/A - Requires daily EPS or specialized API,"[np.float64(-26.16649057716406), np.float64(48.174172643535876), np.float64(-18.471356485604037), np.float64(26.385684542231726)]","[np.float64(-50.98773133707631), np.float64(50.0), np.float64(-37.35834310277452), np.float64(50.618010594467336)]",18.467,,-1173200000.0,LUXIND.NS
,1.8214332,N/A - Requires daily EPS or specialized API,"[np.float64(-0.5758973160209958), np.float64(-65.39926470588236), np.float64(-25.486801301789413), np.float64(-41.89027418718083)]","[np.float64(-593.4333333333333), np.float64(-97.90940766550523), np.float64(1397.2871452420702), np.float64(-23.572567783094097)]",61.554,,-28105500000.0,NETWORK18.NS
28.164383,11.237604,N/A - Requires daily EPS or specialized API,"[np.float64(-0.34924870754076326), np.float64(7.720536451273352), np.float64(-5.269833162480963), np.float64(12.81712824331105)]","[np.float64(3.0603000357775034), np.float64(9.152736677773376), np.float64(-0.9519615744292338), np.float64(12.32214367037812)]",0.542,,4194002000.0,IEX.NS
14.063013,1.7933381,N/A - Requires daily EPS or specialized API,"[np.float64(-1.2381879213562381), np.float64(2.0340026997234077), np.float64(2.1903198861163076), np.float64(4.266864980488067)]","[np.float64(-16.99137655701054), np.float64(11.524512661097079), np.float64(9.841721500978126), np.float64(10.85482217490734)]",10.614,,373040000.0,UDS.NS
44.240665,15.257881,N/A - Requires daily EPS or specialized API,[],[],31.123,,4528940000.0,TRAVELFOOD.NS
60.946117,2.5147493,N/A - Requires daily EPS or specialized API,"[np.float64(4.613189130775801), np.float64(-9.17525186689456), np.float64(16.56586306733885), np.float64(-1.3306607762379419)]","[np.float64(-2.526663737041244), np.float64(-23.889008090267698), np.float64(3.54399224595145), np.float64(-37.0044977675815)]",9.497,,2539619000.0,RHIM.NS
23.41778,0.84834707,N/A - Requires daily EPS or specialized API,"[np.float64(-0.05116236289636459), np.float64(1.0690464570406006), np.float64(-1.017908284738277), np.float64(3.1597057427622213)]","[np.float64(-290.9990108803165), np.float64(-82.49956724943742), np.float64(-34.21022662566906), np.float64(64.0695067264574)]",14.179,,-646900000.0,POLYPLEX.NS
203.45833,-8.518346,N/A - Requires daily EPS or specialized API,"[np.float64(-9.581966655712277), np.float64(8.582487296847965), np.float64(22.8222897679421), np.float64(11.81032507239987)]","[np.float64(162.34701599645103), np.float64(22.152271966593883), np.float64(56.802619083320835), np.float64(-75.83360007730542)]",,,-505193000.0,DIACABS.NS
66.24778,7.6004114,N/A - Requires daily EPS or specialized API,"[np.float64(2.067229562063921), np.float64(6.403949387826479), np.float64(4.377951848173682), np.float64(-28.21031179173998)]","[np.float64(-24.110889034679523), np.float64(34.32594171414518), np.float64(34.652427077296686), np.float64(87.78566616572525)]",36.42,,-686880000.0,SYRMA.NS
27.781223,7.2621417,N/A - Requires daily EPS or specialized API,"[np.float64(-31.97036901025379), np.float64(9.531773148518472), np.float64(15.649737673287609), np.float64(3.054776237300139)]","[np.float64(-17.57662455528321), np.float64(6.159204871060172), np.float64(17.80590717299578), np.float64(12.61582323592302)]",1.017,,1909866000.0,ACE.NS
80.870964,14.408046,N/A - Requires daily EPS or specialized API,"[np.float64(26.401891519399783), np.float64(-10.241088103619614), np.float64(8.185610576127008), np.float64(4.8240588773137105)]","[np.float64(-54.827647767677824), np.float64(64.87282003483038), np.float64(-289.0473209524472), np.float64(24.01092581943646)]",193.869,,-685337000.0,RAJRILTD.NS
